,name,business_status,rating,price_level,types,vicinity
171,Chick-fil-A,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","600 Forbes Ave, Pittsburgh"
172,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","480 E Waterfront Dr, Homestead"
173,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","100 CDC Dr, Butler"
174,Chick-fil-A,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","900 Greengate Centre Cir, Greensburg"
175,Primanti Bros. Restaurant and Bar Strip District,OPERATIONAL,4.5,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","46 18th St, Pittsburgh"
176,Arby's,OPERATIONAL,4.1,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","19075 Perry Hwy, Seven Fields"
177,Wendy's,OPERATIONAL,3.8,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","8703 University Blvd, Moon Twp"
178,Salim's Middle Eastern Food,OPERATIONAL,4.6,,"['restaurant', 'food', 'point_of_interest', 'establishment']","4705 Centre Ave, Pittsburgh"
179,honeygrow,OPERATIONAL,4.3,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","105 S Highland Ave, Pittsburgh"
0,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","7451 McKnight Rd, Pittsburgh"
1,Mad Mex,OPERATIONAL,4.2,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2101 Greentree Rd, Pittsburgh"
2,Chick-fil-A,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","120 Andrew Dr, Pittsburgh"
3,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","808 Liberty Ave, Pittsburgh"
4,Wendy's,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","113 Cavasina Dr, Canonsburg"
5,Ephesus Pizza,OPERATIONAL,4.2,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","219 Fourth Ave, Pittsburgh"
6,Taco Bell,OPERATIONAL,3.9,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","8775 Norwin Ave, Irwin"
7,Wendy's,OPERATIONAL,4.1,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","210 N Center Ave, New Stanton"
8,Chick-fil-A,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1620 Washington Rd, Pittsburgh"
9,Arby's,OPERATIONAL,3.9,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","5189 Baum Blvd, Pittsburgh"
10,Chick-fil-A,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","100 Robinson Centre Dr # FC - 5, Pittsburgh"
11,Chick-fil-A,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","600 Forbes Ave, Pittsburgh"
12,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","480 E Waterfront Dr, Homestead"
13,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","100 CDC Dr, Butler"
14,Chick-fil-A,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","900 Greengate Centre Cir, Greensburg"
15,Primanti Bros. Restaurant and Bar Strip District,OPERATIONAL,4.5,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","46 18th St, Pittsburgh"
16,Arby's,OPERATIONAL,4.1,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","19075 Perry Hwy, Seven Fields"
17,Wendy's,OPERATIONAL,3.8,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","8703 University Blvd, Moon Twp"
18,Salim's Middle Eastern Food,OPERATIONAL,4.6,,"['restaurant', 'food', 'point_of_interest', 'establishment']","4705 Centre Ave, Pittsburgh"
19,honeygrow,OPERATIONAL,4.3,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","105 S Highland Ave, Pittsburgh"
20,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","7451 McKnight Rd, Pittsburgh"
21,Mad Mex,OPERATIONAL,4.2,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2101 Greentree Rd, Pittsburgh"
22,Chick-fil-A,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","120 Andrew Dr, Pittsburgh"
23,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","808 Liberty Ave, Pittsburgh"
24,Wendy's,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","113 Cavasina Dr, Canonsburg"
25,Ephesus Pizza,OPERATIONAL,4.2,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","219 Fourth Ave, Pittsburgh"
26,Taco Bell,OPERATIONAL,3.9,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","8775 Norwin Ave, Irwin"
27,Wendy's,OPERATIONAL,4.1,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","210 N Center Ave, New Stanton"
28,Chick-fil-A,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1620 Washington Rd, Pittsburgh"
29,Arby's,OPERATIONAL,3.9,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","5189 Baum Blvd, Pittsburgh"
30,Chick-fil-A,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","100 Robinson Centre Dr # FC - 5, Pittsburgh"
31,Chick-fil-A,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","600 Forbes Ave, Pittsburgh"
32,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","480 E Waterfront Dr, Homestead"
33,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","100 CDC Dr, Butler"
34,Chick-fil-A,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","900 Greengate Centre Cir, Greensburg"
35,Primanti Bros. Restaurant and Bar Strip District,OPERATIONAL,4.5,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","46 18th St, Pittsburgh"
36,Arby's,OPERATIONAL,4.1,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","19075 Perry Hwy, Seven Fields"
37,Wendy's,OPERATIONAL,3.8,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","8703 University Blvd, Moon Twp"
38,Salim's Middle Eastern Food,OPERATIONAL,4.6,,"['restaurant', 'food', 'point_of_interest', 'establishment']","4705 Centre Ave, Pittsburgh"
39,honeygrow,OPERATIONAL,4.3,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","105 S Highland Ave, Pittsburgh"
40,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","7451 McKnight Rd, Pittsburgh"
41,Mad Mex,OPERATIONAL,4.2,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2101 Greentree Rd, Pittsburgh"
42,Chick-fil-A,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","120 Andrew Dr, Pittsburgh"
43,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","808 Liberty Ave, Pittsburgh"
44,Wendy's,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","113 Cavasina Dr, Canonsburg"
45,Ephesus Pizza,OPERATIONAL,4.2,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","219 Fourth Ave, Pittsburgh"
46,Taco Bell,OPERATIONAL,3.9,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","8775 Norwin Ave, Irwin"
47,Wendy's,OPERATIONAL,4.1,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","210 N Center Ave, New Stanton"
48,Chick-fil-A,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1620 Washington Rd, Pittsburgh"
49,Arby's,OPERATIONAL,3.9,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","5189 Baum Blvd, Pittsburgh"
50,Chick-fil-A,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","100 Robinson Centre Dr # FC - 5, Pittsburgh"
51,Chick-fil-A,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","600 Forbes Ave, Pittsburgh"
52,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","480 E Waterfront Dr, Homestead"
53,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","100 CDC Dr, Butler"
54,Chick-fil-A,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","900 Greengate Centre Cir, Greensburg"
55,Primanti Bros. Restaurant and Bar Strip District,OPERATIONAL,4.5,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","46 18th St, Pittsburgh"
56,Arby's,OPERATIONAL,4.1,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","19075 Perry Hwy, Seven Fields"
57,Wendy's,OPERATIONAL,3.8,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","8703 University Blvd, Moon Twp"
58,Salim's Middle Eastern Food,OPERATIONAL,4.6,,"['restaurant', 'food', 'point_of_interest', 'establishment']","4705 Centre Ave, Pittsburgh"
59,honeygrow,OPERATIONAL,4.3,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","105 S Highland Ave, Pittsburgh"
60,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","7451 McKnight Rd, Pittsburgh"
61,Mad Mex,OPERATIONAL,4.2,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2101 Greentree Rd, Pittsburgh"
62,Chick-fil-A,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","120 Andrew Dr, Pittsburgh"
63,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","808 Liberty Ave, Pittsburgh"
64,Wendy's,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","113 Cavasina Dr, Canonsburg"
65,Ephesus Pizza,OPERATIONAL,4.2,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","219 Fourth Ave, Pittsburgh"
66,Taco Bell,OPERATIONAL,3.9,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","8775 Norwin Ave, Irwin"
67,Wendy's,OPERATIONAL,4.1,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","210 N Center Ave, New Stanton"
68,Chick-fil-A,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1620 Washington Rd, Pittsburgh"
69,Arby's,OPERATIONAL,3.9,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","5189 Baum Blvd, Pittsburgh"
70,Chick-fil-A,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","100 Robinson Centre Dr # FC - 5, Pittsburgh"
71,Chick-fil-A,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","600 Forbes Ave, Pittsburgh"
72,Chick-fil-A,OPERATIONAL,4.6,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","480 E Waterfront Dr, Homestead"
73,Arby's,OPERATIONAL,4.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","100 CDC Dr, Butler"
74,Chick-fil-A,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","900 Greengate Centre Cir, Greensburg"
75,Primanti Bros. Restaurant and Bar Strip District,OPERATIONAL,4.5,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","46 18th St, Pittsburgh"
76,Arby's,OPERATIONAL,4.1,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","19075 Perry Hwy, Seven Fields"
77,Wendy's,OPERATIONAL,3.8,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","8703 University Blvd, Moon Twp"
78,Salim's Middle Eastern Food,OPERATIONAL,4.6,,"['restaurant', 'food', 'point_of_interest', 'establishment']","4705 Centre Ave, Pittsburgh"
79,honeygrow,OPERATIONAL,4.3,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","105 S Highland Ave, Pittsburgh"
