,name,business_status,rating,price_level,types,vicinity
172,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown"
173,The Cafe,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","221 W Broad St, Bethlehem"
174,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
175,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown"
176,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
177,Village Gyro,OPERATIONAL,4.4,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","8 Reading Rd #2081, Flemington"
178,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
179,Meglio Pizzeria,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 N Sycamore St, Newtown"
0,Brian's,OPERATIONAL,4.7,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Klines Ct, Lambertville"
1,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1980 S 4th St, Allentown"
2,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown"
3,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont"
4,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown"
5,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
6,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem"
7,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem"
8,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville"
9,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown"
10,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton"
11,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
12,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown"
13,The Cafe,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","221 W Broad St, Bethlehem"
14,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
15,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown"
16,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
17,Village Gyro,OPERATIONAL,4.4,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","8 Reading Rd #2081, Flemington"
18,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
19,Meglio Pizzeria,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 N Sycamore St, Newtown"
20,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1980 S 4th St, Allentown"
21,Brian's,OPERATIONAL,4.7,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Klines Ct, Lambertville"
22,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown"
23,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont"
24,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown"
25,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
26,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem"
27,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem"
28,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville"
29,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown"
30,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
31,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton"
32,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown"
33,The Cafe,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","221 W Broad St, Bethlehem"
34,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
35,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown"
36,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
37,Village Gyro,OPERATIONAL,4.4,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","8 Reading Rd #2081, Flemington"
38,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
39,Moya,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","24 Race St, Jim Thorpe"
40,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1980 S 4th St, Allentown"
41,Brian's,OPERATIONAL,4.7,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Klines Ct, Lambertville"
42,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown"
43,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont"
44,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown"
45,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
46,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem"
47,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem"
48,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville"
49,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown"
50,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
51,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton"
52,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown"
53,The Cafe,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","221 W Broad St, Bethlehem"
54,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
55,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown"
56,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
57,Village Gyro,OPERATIONAL,4.4,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","8 Reading Rd #2081, Flemington"
58,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
59,Moya,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","24 Race St, Jim Thorpe"
60,Brian's,OPERATIONAL,4.7,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Klines Ct, Lambertville"
61,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1980 S 4th St, Allentown"
62,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown"
63,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont"
64,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown"
65,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
66,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem"
67,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem"
68,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville"
69,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown"
70,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton"
71,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
72,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown"
73,The Cafe,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","221 W Broad St, Bethlehem"
74,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
75,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown"
76,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
77,Village Gyro,OPERATIONAL,4.4,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","8 Reading Rd #2081, Flemington"
78,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
79,Meglio Pizzeria,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 N Sycamore St, Newtown"
80,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1980 S 4th St, Allentown"
81,Brian's,OPERATIONAL,4.7,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Klines Ct, Lambertville"
82,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown"
83,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont"
84,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown"
85,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
86,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem"
87,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem"
88,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville"
89,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown"
90,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
91,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton"
92,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown"
93,The Cafe,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","221 W Broad St, Bethlehem"
94,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
95,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown"
96,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
97,Village Gyro,OPERATIONAL,4.4,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","8 Reading Rd #2081, Flemington"
98,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
99,Moya,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","24 Race St, Jim Thorpe"
100,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1980 S 4th St, Allentown"
101,Brian's,OPERATIONAL,4.7,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Klines Ct, Lambertville"
102,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown"
103,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont"
104,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown"
105,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
106,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem"
107,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem"
108,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville"
109,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown"
110,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
111,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton"
112,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown"
113,The Cafe,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","221 W Broad St, Bethlehem"
114,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
115,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown"
116,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
117,Village Gyro,OPERATIONAL,4.4,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","8 Reading Rd #2081, Flemington"
118,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
119,Moya,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","24 Race St, Jim Thorpe"
120,Brian's,OPERATIONAL,4.7,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Klines Ct, Lambertville"
121,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1980 S 4th St, Allentown"
122,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown"
123,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont"
124,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown"
125,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
126,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem"
127,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem"
128,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville"
129,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown"
130,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton"
131,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
132,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown"
133,The Cafe,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","221 W Broad St, Bethlehem"
134,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
135,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown"
136,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
137,Village Gyro,OPERATIONAL,4.4,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","8 Reading Rd #2081, Flemington"
138,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
139,Meglio Pizzeria,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 N Sycamore St, Newtown"
140,Legal Sea Foods,OPERATIONAL,4.2,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Mall, 680 W Dekalb Pike, King of Prussia"
141,PLNT Burger,OPERATIONAL,4.8,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1575 The Fairway, Jenkintown"
142,QDOBA Mexican Eats,OPERATIONAL,4.1,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","100 Welsh Rd Unit M, Horsham"
143,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
144,El Vez,OPERATIONAL,4.5,2.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","121 S 13th St, Philadelphia"
145,Blue Bay,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","7642 City Ave, Philadelphia"
146,Malaga,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","511 Lalor St, Hamilton Township"
147,Yard House,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd, King of Prussia"
148,Slices Pizza,OPERATIONAL,4.5,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","4249 Ridge Ave, Philadelphia"
149,The Tasty,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1401 S 12th St, Philadelphia"
150,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
151,Parc,OPERATIONAL,4.6,3.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","227 S 18th St, Philadelphia"
152,California Pizza Kitchen at King of Prussia,OPERATIONAL,4.3,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","470 Mall Blvd, King of Prussia"
153,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
154,Olive Garden Italian Restaurant,OPERATIONAL,4.2,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2245 Lincoln Hwy, Langhorne"
155,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1528 Walnut St, Philadelphia"
156,SOUTH,OPERATIONAL,4.5,2.0,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","600 N Broad St, Philadelphia"
157,Sabrina's Cafe - Art Museum,OPERATIONAL,4.5,2.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","1804 Callowhill St, Philadelphia"
158,El Rey,OPERATIONAL,4.3,2.0,"['night_club', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2013 Chestnut St, Philadelphia"
159,Paradise Jamaican Cuisine,OPERATIONAL,4.4,,"['restaurant', 'food', 'point_of_interest', 'establishment']","1 E Trenton Ave, Morrisville"
160,QDOBA Mexican Eats,OPERATIONAL,4.1,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","100 Welsh Rd Unit M, Horsham"
161,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
162,El Vez,OPERATIONAL,4.5,2.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","121 S 13th St, Philadelphia"
163,Blue Bay,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","7642 City Ave, Philadelphia"
164,Yard House,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd, King of Prussia"
165,Slices Pizza,OPERATIONAL,4.5,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","4249 Ridge Ave, Philadelphia"
166,The Tasty,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1401 S 12th St, Philadelphia"
167,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
168,Parc,OPERATIONAL,4.6,3.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","227 S 18th St, Philadelphia"
169,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
170,Olive Garden Italian Restaurant,OPERATIONAL,4.2,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2245 Lincoln Hwy, Langhorne"
171,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1528 Walnut St, Philadelphia"
172,SOUTH,OPERATIONAL,4.5,2.0,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","600 N Broad St, Philadelphia"
173,Sabrina's Cafe - Art Museum,OPERATIONAL,4.5,2.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","1804 Callowhill St, Philadelphia"
